class,f1_score,precision,recall,support
1,0.907,0.912,0.902,4000.0
2,0.892,0.902,0.881,4000.0
3,0.978,0.969,0.989,4000.0
4,0.913,0.907,0.919,4000.0
class,f1_score,precision,recall,support
1,0.915,0.919,0.911,4000.0
2,0.894,0.9,0.889,4000.0
3,0.976,0.965,0.988,4000.0
4,0.919,0.921,0.917,4000.0
class,f1_score,precision,recall,support
1,0.911,0.917,0.905,4000.0
2,0.899,0.911,0.887,4000.0
3,0.977,0.964,0.99,4000.0
4,0.91,0.905,0.916,4000.0
class,f1_score,precision,recall,support
1,0.905,0.91,0.901,4000.0
2,0.898,0.911,0.885,4000.0
3,0.979,0.967,0.991,4000.0
4,0.915,0.909,0.921,4000.0
class,f1_score,precision,recall,support
1,0.9,0.906,0.895,4000.0
2,0.891,0.895,0.886,4000.0
3,0.977,0.964,0.989,4000.0
4,0.913,0.915,0.912,4000.0
class,f1_score,precision,recall,support
1,0.909,0.921,0.898,4000.0
2,0.886,0.888,0.884,4000.0
3,0.975,0.963,0.988,4000.0
4,0.914,0.913,0.916,4000.0
class,f1_score,precision,recall,support
1,0.912,0.915,0.908,4000.0
2,0.892,0.9,0.884,4000.0
3,0.977,0.963,0.991,4000.0
4,0.917,0.918,0.915,4000.0
class,f1_score,precision,recall,support
1,0.905,0.917,0.893,4000.0
2,0.892,0.902,0.882,4000.0
3,0.975,0.964,0.986,4000.0
4,0.909,0.898,0.92,4000.0
class,f1_score,precision,recall,support
1,0.903,0.905,0.901,4000.0
2,0.885,0.9,0.871,4000.0
3,0.975,0.963,0.988,4000.0
4,0.908,0.903,0.913,4000.0
class,f1_score,precision,recall,support
1,0.906,0.908,0.904,4000.0
2,0.894,0.914,0.875,4000.0
3,0.972,0.954,0.99,4000.0
4,0.914,0.91,0.918,4000.0
