class,f1_score,precision,recall,support
1,0.906,0.914,0.898,4000.0
2,0.888,0.896,0.879,4000.0
3,0.978,0.969,0.988,4000.0
4,0.911,0.904,0.919,4000.0
class,f1_score,precision,recall,support
1,0.904,0.913,0.895,4000.0
2,0.889,0.893,0.884,4000.0
3,0.975,0.966,0.984,4000.0
4,0.907,0.902,0.911,4000.0
class,f1_score,precision,recall,support
1,0.91,0.91,0.91,4000.0
2,0.894,0.915,0.874,4000.0
3,0.976,0.961,0.99,4000.0
4,0.912,0.905,0.918,4000.0
class,f1_score,precision,recall,support
1,0.903,0.91,0.896,4000.0
2,0.894,0.904,0.884,4000.0
3,0.978,0.967,0.989,4000.0
4,0.911,0.904,0.917,4000.0
class,f1_score,precision,recall,support
1,0.903,0.905,0.901,4000.0
2,0.889,0.89,0.888,4000.0
3,0.976,0.968,0.984,4000.0
4,0.917,0.922,0.913,4000.0
class,f1_score,precision,recall,support
1,0.906,0.917,0.894,4000.0
2,0.89,0.901,0.88,4000.0
3,0.973,0.96,0.987,4000.0
4,0.911,0.902,0.92,4000.0
class,f1_score,precision,recall,support
1,0.903,0.911,0.895,4000.0
2,0.89,0.893,0.887,4000.0
3,0.98,0.973,0.987,4000.0
4,0.914,0.91,0.918,4000.0
class,f1_score,precision,recall,support
1,0.904,0.908,0.901,4000.0
2,0.894,0.902,0.886,4000.0
3,0.978,0.97,0.985,4000.0
4,0.918,0.913,0.923,4000.0
class,f1_score,precision,recall,support
1,0.9,0.903,0.898,4000.0
2,0.893,0.909,0.878,4000.0
3,0.976,0.967,0.986,4000.0
4,0.906,0.897,0.915,4000.0
class,f1_score,precision,recall,support
1,0.904,0.903,0.905,4000.0
2,0.887,0.893,0.88,4000.0
3,0.978,0.969,0.987,4000.0
4,0.915,0.918,0.911,4000.0
