class,f1_score,precision,recall,support
1,0.856,0.872,0.84,1200.0
2,0.833,0.842,0.823,1200.0
3,0.965,0.954,0.977,1200.0
4,0.875,0.86,0.89,1200.0
class,f1_score,precision,recall,support
1,0.852,0.866,0.838,1200.0
2,0.834,0.841,0.827,1200.0
3,0.967,0.952,0.983,1200.0
4,0.871,0.864,0.877,1200.0
class,f1_score,precision,recall,support
1,0.857,0.86,0.854,1200.0
2,0.851,0.864,0.838,1200.0
3,0.967,0.956,0.979,1200.0
4,0.872,0.867,0.877,1200.0
