3,0.558,0.561,0.555,400.0
4,0.604,0.57,0.642,400.0
class,f1_score,precision,recall,support
1,0.392,0.723,0.269,349.0
2,0.437,0.354,0.573,400.0
3,0.525,0.556,0.497,400.0
4,0.607,0.597,0.618,400.0
class,f1_score,precision,recall,support
1,0.385,0.756,0.258,349.0
2,0.4,0.363,0.445,400.0
3,0.549,0.536,0.562,400.0
4,0.575,0.509,0.66,400.0
class,f1_score,precision,recall,support
1,0.329,0.809,0.206,349.0
2,0.434,0.354,0.562,400.0
3,0.569,0.577,0.56,400.0
4,0.627,0.601,0.655,400.0
class,f1_score,precision,recall,support
1,0.448,0.701,0.33,349.0
2,0.429,0.371,0.507,400.0
3,0.571,0.558,0.585,400.0
4,0.628,0.613,0.642,400.0
class,f1_score,precision,recall,support
1,0.44,0.741,0.312,349.0
2,0.438,0.366,0.547,400.0
3,0.545,0.55,0.54,400.0
4,0.607,0.6,0.615,400.0
class,f1_score,precision,recall,support
1,0.456,0.713,0.335,349.0
2,0.44,0.39,0.505,400.0
3,0.561,0.56,0.562,400.0
4,0.638,0.594,0.69,400.0
class,f1_score,precision,recall,support
1,0.43,0.718,0.307,349.0
2,0.41,0.352,0.49,400.0
3,0.562,0.553,0.57,400.0
4,0.626,0.603,0.65,400.0
class,f1_score,precision,recall,support
1,0.42,0.669,0.307,349.0
2,0.397,0.35,0.46,400.0
3,0.551,0.527,0.578,400.0
4,0.587,0.569,0.605,400.0
class,f1_score,precision,recall,support
1,0.407,0.742,0.281,349.0
2,0.43,0.371,0.512,400.0
3,0.562,0.566,0.557,400.0
4,0.621,0.574,0.675,400.0
class,f1_score,precision,recall,support
1,0.386,0.795,0.255,349.0
2,0.404,0.338,0.5,400.0
3,0.527,0.538,0.517,400.0
4,0.562,0.525,0.605,400.0
class,f1_score,precision,recall,support
1,0.412,0.756,0.284,349.0
2,0.448,0.367,0.575,400.0
3,0.561,0.592,0.532,400.0
4,0.656,0.632,0.682,400.0
class,f1_score,precision,recall,support
1,0.42,0.669,0.307,349.0
2,0.436,0.355,0.565,400.0
3,0.524,0.581,0.477,400.0
4,0.574,0.558,0.59,400.0
class,f1_score,precision,recall,support
1,0.391,0.712,0.269,349.0
2,0.405,0.374,0.44,400.0
3,0.534,0.544,0.525,400.0
4,0.604,0.517,0.725,400.0
class,f1_score,precision,recall,support
1,0.398,0.685,0.281,349.0
2,0.416,0.367,0.48,400.0
3,0.542,0.584,0.505,400.0
4,0.591,0.516,0.693,400.0
class,f1_score,precision,recall,support
1,0.421,0.717,0.298,349.0
2,0.437,0.38,0.512,400.0
3,0.532,0.556,0.51,400.0
4,0.584,0.526,0.655,400.0
class,f1_score,precision,recall,support
1,0.381,0.754,0.255,349.0
2,0.452,0.384,0.55,400.0
3,0.554,0.577,0.532,400.0
4,0.634,0.577,0.705,400.0
class,f1_score,precision,recall,support
1,0.412,0.667,0.298,349.0
2,0.434,0.366,0.532,400.0
3,0.527,0.503,0.552,400.0
4,0.596,0.618,0.575,400.0
class,f1_score,precision,recall,support
1,0.41,0.701,0.289,349.0
2,0.411,0.343,0.512,400.0
3,0.516,0.518,0.515,400.0
4,0.617,0.61,0.625,400.0
class,f1_score,precision,recall,support
1,0.346,0.681,0.232,349.0
2,0.399,0.359,0.448,400.0
3,0.521,0.553,0.492,400.0
4,0.574,0.486,0.7,400.0
class,f1_score,precision,recall,support
1,0.413,0.721,0.289,349.0
2,0.445,0.381,0.535,400.0
3,0.574,0.558,0.59,400.0
4,0.655,0.635,0.675,400.0
class,f1_score,precision,recall,support
1,0.375,0.614,0.269,349.0
2,0.356,0.333,0.383,400.0
3,0.516,0.558,0.48,400.0
4,0.53,0.444,0.657,400.0
class,f1_score,precision,recall,support
1,0.414,0.746,0.287,349.0
2,0.433,0.354,0.557,400.0
3,0.537,0.526,0.547,400.0
4,0.622,0.648,0.598,400.0
class,f1_score,precision,recall,support
1,0.407,0.699,0.287,349.0
2,0.414,0.351,0.505,400.0
3,0.535,0.528,0.542,400.0
4,0.611,0.597,0.625,400.0
class,f1_score,precision,recall,support
1,0.429,0.701,0.309,349.0
2,0.406,0.345,0.492,400.0
3,0.534,0.566,0.505,400.0
4,0.595,0.552,0.645,400.0
class,f1_score,precision,recall,support
1,0.323,0.78,0.203,349.0
2,0.427,0.343,0.565,400.0
3,0.54,0.536,0.545,400.0
4,0.62,0.626,0.615,400.0
class,f1_score,precision,recall,support
1,0.36,0.712,0.241,349.0
2,0.402,0.331,0.512,400.0
3,0.546,0.527,0.568,400.0
4,0.6,0.616,0.585,400.0
class,f1_score,precision,recall,support
1,0.44,0.7,0.321,349.0
2,0.416,0.35,0.512,400.0
3,0.532,0.534,0.53,400.0
4,0.607,0.602,0.613,400.0
class,f1_score,precision,recall,support
1,0.412,0.652,0.301,349.0
2,0.402,0.333,0.505,400.0
3,0.519,0.531,0.507,400.0
4,0.557,0.557,0.557,400.0
class,f1_score,precision,recall,support
1,0.331,0.634,0.223,349.0
2,0.411,0.348,0.5,400.0
3,0.556,0.531,0.585,400.0
4,0.649,0.64,0.657,400.0
class,f1_score,precision,recall,support
1,0.393,0.729,0.269,349.0
2,0.429,0.344,0.568,400.0
3,0.526,0.568,0.49,400.0
4,0.578,0.567,0.59,400.0
class,f1_score,precision,recall,support
1,0.365,0.726,0.244,349.0
2,0.429,0.355,0.542,400.0
3,0.566,0.571,0.56,400.0
4,0.666,0.643,0.69,400.0
